Id,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,YrSold,SalePrice
1025,NA,15498,Timber,8,6,1976,1976,1565,2898,0,2898,2,1,10,1,1976,2,665,2008,287000
1026,70,7700,CollgCr,5,5,1972,1972,882,882,0,882,3,1,5,0,1980,2,461,2007,112500
1027,73,9300,NAmes,5,5,1960,1960,1268,1264,0,1264,3,1,6,2,1960,2,461,2010,167500
1028,71,9520,Timber,8,5,2007,2008,1638,1646,0,1646,3,1,7,1,2008,3,800,2008,293077
1029,79,9492,NAmes,5,5,1941,1950,768,968,408,1376,3,1,6,1,1941,1,240,2007,105000
1030,21,1680,BrDale,6,7,1972,1972,672,672,546,1218,3,1,7,0,1972,1,264,2006,118000
1031,NA,7082,SWISU,5,8,1916,1995,686,948,980,1928,5,2,10,0,NA,0,0,2006,160000
1032,102,15863,SWISU,7,3,1920,1970,824,1687,998,3082,5,1,12,2,1970,2,672,2009,197000
1033,NA,14541,NoRidge,8,7,1993,1993,1338,1352,1168,2520,5,1,10,1,1993,3,796,2006,310000
1034,NA,8125,CollgCr,7,5,2002,2002,1654,1654,0,1654,3,1,6,0,2002,3,900,2006,230000
1035,50,6305,Crawfor,5,7,1938,1950,920,954,0,954,2,1,5,1,1938,1,240,2007,119750
1036,NA,11500,Edwards,4,3,1957,1957,0,845,0,845,3,1,5,0,1957,1,290,2009,84000
1037,89,12898,Timber,9,5,2007,2008,1620,1620,0,1620,2,1,6,1,2008,3,912,2009,315500
1038,NA,9240,CollgCr,8,5,2001,2002,1055,1055,1208,2263,3,1,7,1,2001,2,905,2008,287000
1039,21,1533,MeadowV,4,6,1970,2008,546,798,546,1344,3,1,6,1,NA,0,0,2009,97000
1040,21,1477,MeadowV,4,4,1970,1970,630,630,0,630,1,1,3,0,1970,1,286,2009,80000
1041,88,13125,Sawyer,5,4,1957,2000,1134,1803,0,1803,3,1,8,1,1957,2,484,2006,155000
1042,NA,9130,NWAmes,6,8,1966,2000,800,800,832,1632,4,1,7,0,1966,2,484,2008,173000
1043,34,5381,NridgHt,6,5,2005,2005,1306,1306,0,1306,1,1,5,1,2005,2,624,2009,196000
1044,86,11839,SawyerW,7,5,1990,1990,1475,1532,797,2329,4,1,10,1,1990,2,514,2008,262280
1045,80,9600,NWAmes,8,5,1981,1981,2524,2524,0,2524,4,1,9,1,1981,2,542,2009,278000
1046,NA,13680,Edwards,3,5,1955,1955,0,1733,0,1733,4,1,8,1,1955,2,452,2009,139600
1047,85,16056,StoneBr,9,5,2005,2006,1992,1992,876,2868,4,1,11,1,2005,3,716,2006,556581
1048,57,9245,CollgCr,5,5,1994,1995,990,990,0,990,3,1,5,0,1996,2,672,2008,145000
1049,100,21750,Mitchel,5,4,1960,2006,0,1771,0,1771,3,1,9,1,1960,2,336,2009,115000
1050,60,11100,Edwards,4,7,1946,2006,0,930,0,930,2,1,6,0,1946,1,308,2010,84900
1051,73,8993,Gilbert,7,5,2007,2007,1302,1302,0,1302,3,1,6,0,2007,2,436,2007,176485
1052,103,11175,CollgCr,7,5,2007,2007,1316,1316,0,1316,3,1,6,1,2007,2,440,2007,200141
1053,100,9500,NAmes,6,6,1964,1978,816,1127,850,1977,4,1,9,1,1964,2,540,2007,165000
1054,68,8562,Edwards,5,6,1957,2002,1216,1526,0,1526,4,1,7,1,1957,1,364,2010,144500
1055,90,11367,CollgCr,8,5,2002,2002,1065,1091,898,1989,3,1,7,1,2002,2,586,2006,255000
1056,104,11361,NWAmes,6,5,1976,1976,1193,1523,0,1523,3,1,7,1,1976,2,478,2008,180000
1057,43,7052,NridgHt,7,5,2005,2005,1364,1364,0,1364,2,1,6,1,2005,2,484,2006,185850
1058,NA,29959,NoRidge,7,6,1994,1994,973,979,871,1850,3,1,7,1,1994,2,467,2009,248000
1059,96,11308,NridgHt,9,5,2008,2008,1104,1130,1054,2184,3,1,10,1,2008,3,836,2009,335000
1060,NA,11275,Crawfor,6,7,1932,1950,854,1096,895,1991,3,1,7,1,1977,2,432,2007,220000
1061,41,4920,StoneBr,8,5,2001,2001,1338,1338,0,1338,2,1,6,0,2001,2,582,2010,213500
1062,120,18000,IDOTRR,3,4,1935,1950,894,894,0,894,2,1,6,0,1994,3,1248,2008,81000
1063,85,13600,OldTown,5,5,1900,1950,662,1422,915,2337,5,2,10,0,1945,2,560,2007,90000
1064,50,6000,OldTown,6,6,1925,1980,1103,1103,0,1103,2,1,5,1,1976,2,440,2006,110500
1065,NA,11000,NAmes,5,6,1966,1966,1154,1154,0,1154,3,1,6,1,1966,2,480,2009,154000
1066,80,14000,ClearCr,7,5,1996,1997,1306,1306,954,2260,3,1,7,0,1996,2,533,2010,328000
1067,59,7837,Gilbert,6,7,1993,1994,799,799,772,1571,3,1,7,1,1993,2,380,2009,178000
1068,80,9760,NAmes,6,6,1964,1964,780,798,813,1611,4,1,7,0,1964,2,442,2008,167900
1069,42,3964,MeadowV,6,4,1973,1973,942,1291,1230,2521,5,1,10,1,1973,2,576,2006,151400
1070,60,9600,NAmes,5,7,1949,2003,845,893,0,893,2,1,4,0,1985,2,576,2007,135000
1071,72,10152,NAmes,5,5,1956,1956,1048,1048,0,1048,3,1,6,0,1956,1,286,2007,135000
1072,78,11700,NWAmes,6,6,1968,1968,727,829,727,1556,4,1,8,0,1968,2,441,2009,154000
1073,50,7585,Edwards,5,3,1948,1950,810,1002,454,1456,4,1,7,1,1954,1,280,2006,91500
1074,75,7950,Edwards,6,6,1977,1977,690,698,728,1426,3,1,6,0,1977,2,440,2009,159500
1075,74,8556,CollgCr,7,5,2006,2006,1240,1240,0,1240,2,1,5,0,2006,3,826,2007,194000
1076,75,13125,Crawfor,7,6,1940,1984,800,960,780,1740,3,1,6,2,1940,1,240,2007,219500
1077,60,10800,OldTown,5,8,1936,1989,796,1096,370,1466,3,1,7,1,1950,2,566,2006,170000
1078,NA,15870,NAmes,5,5,1969,1969,1096,1096,0,1096,3,1,6,0,1969,1,299,2006,138800
1079,37,4435,CollgCr,6,5,2004,2004,848,848,0,848,1,1,3,1,2004,2,420,2006,155900
1080,65,8775,CollgCr,5,5,1994,1994,990,990,0,990,3,1,5,0,1996,1,299,2007,126000
1081,80,11040,NWAmes,6,7,1971,2004,1258,1258,0,1258,3,1,5,0,1971,2,528,2008,145000
1082,75,7500,Sawyer,5,5,1963,1963,1040,1040,0,1040,3,1,5,0,1963,1,308,2010,133000
1083,70,8749,CollgCr,7,5,2002,2002,1459,1459,0,1459,3,1,6,1,2002,2,527,2007,192000
1084,80,8800,NAmes,6,6,1964,1964,1251,1251,0,1251,3,1,6,2,1964,1,461,2006,160000
1085,NA,13031,Gilbert,6,5,1995,1996,691,691,807,1498,3,1,6,1,1995,2,409,2006,187500
1086,73,9069,SawyerW,6,6,1992,1992,936,996,0,996,2,1,5,0,1992,2,564,2010,147000
1087,NA,1974,MeadowV,4,5,1973,1973,546,546,546,1092,3,1,6,0,1973,1,286,2010,83500
1088,85,10574,Somerst,8,5,2005,2006,1082,1082,871,1953,3,1,9,1,2005,3,1043,2009,252000
1089,24,2522,Edwards,7,5,2004,2004,970,970,739,1709,3,1,7,0,2004,2,380,2006,137500
1090,37,3316,Somerst,8,5,2005,2005,1247,1247,0,1247,1,1,4,1,2005,2,550,2006,197000
1091,60,8544,NAmes,3,4,1950,1950,0,1040,0,1040,2,2,6,0,1987,2,400,2009,92900
1092,24,2160,Somerst,7,5,1999,2000,600,624,628,1252,2,1,4,0,1999,2,462,2008,160000
1093,60,8400,SWISU,6,5,1925,1950,1181,1390,304,1694,4,1,7,1,1925,2,576,2008,136500
1094,71,9230,NAmes,5,8,1965,1998,864,1200,0,1200,1,1,6,0,1977,2,884,2006,146000
1095,74,5868,NAmes,5,7,1956,2000,936,936,0,936,2,1,4,0,1956,1,308,2010,129000
1096,78,9317,CollgCr,6,5,2006,2006,1314,1314,0,1314,3,1,6,1,2006,2,440,2007,176432
1097,60,6882,IDOTRR,6,7,1914,2006,684,773,582,1355,3,1,7,0,NA,0,0,2007,127000
1098,NA,3696,StoneBr,8,5,1986,1986,1074,1088,0,1088,2,1,5,0,1987,2,461,2007,170000
1099,50,6000,BrkSide,4,6,1936,1950,672,757,567,1324,3,1,6,0,1936,1,240,2009,128000
1100,82,11880,NWAmes,7,5,1978,1978,1271,1601,0,1601,3,1,7,1,1978,2,478,2009,157000
1101,60,8400,SWISU,2,5,1920,1950,290,438,0,438,1,1,3,0,1930,1,246,2009,60000
1102,61,9758,NAmes,5,5,1971,1971,950,950,0,950,3,1,5,0,1981,1,280,2007,119500
1103,70,7000,NAmes,5,7,1960,2002,1010,1134,0,1134,2,1,6,0,1960,1,254,2007,135000
1104,79,8910,NAmes,6,6,1959,1959,655,1194,0,1194,3,1,6,1,1954,2,539,2006,159500
1105,24,2016,BrDale,5,5,1970,1970,630,630,672,1302,3,1,6,0,1970,2,440,2007,106000
1106,98,12256,NoRidge,8,5,1994,1995,1463,1500,1122,2622,3,1,9,2,1994,2,712,2010,325000
1107,114,10357,SawyerW,7,5,1990,1991,910,1442,0,1442,3,1,6,1,1990,2,719,2007,179900
1108,168,23257,Gilbert,7,5,2006,2006,868,887,1134,2021,3,1,9,1,2006,2,422,2006,274725
1109,NA,8063,Gilbert,6,5,2000,2000,924,948,742,1690,3,1,7,1,2000,2,463,2007,181000
1110,107,11362,NridgHt,8,5,2004,2005,1836,1836,0,1836,3,1,7,1,2004,3,862,2009,280000
1111,NA,8000,Gilbert,6,5,1995,1996,773,773,885,1658,3,1,8,1,1995,2,431,2008,188000
1112,80,10480,NWAmes,7,6,1976,1976,803,1098,866,1964,4,1,8,1,1976,2,483,2008,205000
1113,73,7100,NAmes,5,7,1957,1957,816,816,0,816,2,1,5,0,1957,1,308,2006,129900
1114,66,8923,NAmes,5,7,1953,2006,1008,1008,0,1008,2,1,6,0,1953,1,240,2007,134500
1115,90,5400,OldTown,5,7,1954,2000,833,833,0,833,2,1,4,0,1955,1,326,2006,117000
1116,93,12085,NridgHt,8,5,2007,2007,1734,1734,0,1734,3,1,7,1,2007,3,928,2007,318000
1117,NA,7750,Gilbert,8,5,2002,2002,408,779,640,1419,3,1,7,1,2002,2,527,2009,184100
1118,57,9764,Sawyer,5,7,1967,2003,894,894,0,894,3,1,5,0,1967,2,450,2008,130000
1119,85,13825,Sawyer,5,6,1958,1987,533,1021,580,1601,3,1,6,0,1958,1,300,2008,140000
1120,70,7560,NAmes,5,5,1959,1959,1040,1040,0,1040,3,1,6,0,1959,1,286,2006,133700
1121,59,8263,IDOTRR,6,5,1920,1950,1012,1012,0,1012,2,1,6,1,1920,1,308,2007,118400
1122,84,10084,CollgCr,7,5,2005,2006,1552,1552,0,1552,3,1,7,0,2005,3,782,2006,212900
1123,NA,8926,Edwards,4,3,1956,1956,672,960,0,960,3,1,5,0,1956,1,288,2009,112000
1124,50,9405,Edwards,5,9,1947,2008,698,698,0,698,2,1,4,0,NA,0,0,2009,118000
1125,NA,9125,Gilbert,7,5,1992,1992,384,812,670,1482,3,1,7,1,1992,2,392,2007,163900
1126,60,10434,NAmes,4,5,1955,1955,1005,1005,0,1005,2,1,5,1,1977,2,672,2009,115000
1127,53,3684,Blmngtn,7,5,2007,2007,1373,1555,0,1555,2,1,7,1,2007,3,660,2009,174000
1128,182,14572,Gilbert,7,5,2004,2004,1530,1530,0,1530,3,1,7,1,2004,3,630,2007,259000
1129,59,11796,Gilbert,7,5,2004,2005,847,847,1112,1959,4,1,8,1,2004,2,434,2007,215000
1130,60,7200,OldTown,5,5,1980,1980,936,936,0,936,2,1,4,0,1980,2,672,2007,140000
1131,65,7804,SWISU,4,3,1928,1950,1122,1328,653,1981,4,1,7,2,1981,2,576,2009,135000
1132,63,10712,Mitchel,5,5,1991,1992,974,974,0,974,3,1,5,0,NA,0,0,2007,93500
1133,90,9900,OldTown,6,4,1880,1950,1008,1178,1032,2210,5,1,8,0,1930,1,205,2007,117500
1134,80,9828,SawyerW,8,5,1995,1995,1128,1142,878,2020,3,1,8,1,1995,2,466,2009,239500
1135,57,8773,Gilbert,6,5,1997,1997,916,916,684,1600,3,1,7,1,1997,2,460,2007,169000
1136,60,6180,BrkSide,6,5,1926,1950,960,986,0,986,2,1,5,1,1926,1,180,2007,102000
1137,80,9600,NAmes,6,5,1950,1950,1032,1032,220,1252,3,1,6,0,1950,1,288,2008,119000
1138,54,6342,Sawyer,5,8,1875,1996,780,780,240,1020,2,1,6,0,NA,0,0,2010,94000
1139,NA,9819,Mitchel,6,5,1977,1977,1567,1567,0,1567,2,1,5,2,1977,2,714,2009,196000
1140,98,8731,BrkSide,5,5,1920,1950,915,1167,0,1167,3,1,6,1,1972,2,495,2007,144000
1141,60,7350,NAmes,5,7,1951,1951,952,952,0,952,2,1,4,0,1988,2,840,2008,139000
1142,NA,10304,NWAmes,5,7,1976,1976,780,1088,780,1868,4,1,9,1,1976,2,484,2009,197500
1143,77,9965,CollgCr,8,5,2006,2007,1466,1466,1362,2828,4,1,11,1,2006,3,1052,2007,424870
1144,NA,9000,Sawyer,5,3,1959,1959,1006,1006,0,1006,3,1,5,0,NA,0,0,2008,80000
1145,60,12180,Edwards,4,4,1941,1950,672,672,252,924,2,1,5,0,1941,1,280,2010,80000
1146,52,6240,BrkSide,5,6,1928,1950,1042,1042,534,1576,3,1,8,1,1928,1,225,2006,149000
1147,NA,11200,SawyerW,6,5,1985,1985,1298,1298,0,1298,3,1,5,1,1985,2,403,2006,180000
1148,75,12000,Crawfor,7,7,1941,1950,704,860,704,1564,3,1,7,1,1941,1,234,2009,174500
1149,NA,5700,OldTown,7,7,1926,1950,572,572,539,1111,2,1,5,1,1982,1,288,2008,116900
1150,50,9000,OldTown,7,9,1920,1988,650,832,650,1482,3,1,7,0,1930,2,324,2009,143000
1151,57,8280,NAmes,6,5,1950,1950,932,932,0,932,2,1,4,1,1950,1,306,2007,124000
1152,134,17755,Edwards,5,4,1959,1959,1466,1466,0,1466,3,1,6,2,1959,2,528,2006,149900
1153,90,14115,Crawfor,6,7,1956,2004,1073,1811,0,1811,2,1,6,1,1956,2,470,2006,230000
1154,NA,5890,IDOTRR,6,8,1930,2007,816,816,0,816,2,1,5,0,2002,1,432,2008,120500
1155,NA,13700,NAmes,7,6,1965,1988,864,902,918,1820,4,1,8,2,1965,2,492,2008,201800
1156,90,10768,Veenker,5,8,1976,2004,1437,1437,0,1437,3,1,6,1,1976,2,528,2007,218000
1157,85,9350,NAmes,5,8,1965,1999,1219,1265,0,1265,3,1,6,1,1965,2,502,2008,179900
1158,34,5001,NridgHt,7,5,2007,2008,1314,1314,0,1314,2,1,6,1,2008,2,626,2009,230000
1159,92,11932,Somerst,8,5,2007,2008,1580,1580,0,1580,3,1,7,0,2008,3,830,2008,235128
1160,76,9120,NWAmes,6,6,1974,1974,901,943,933,1876,4,1,8,1,1974,2,540,2008,185000
1161,24,2280,NPkVill,6,5,1978,1978,855,855,601,1456,3,1,7,1,1978,2,440,2010,146000
1162,NA,14778,Crawfor,6,7,1954,2006,1296,1640,0,1640,3,1,7,1,1993,2,924,2008,224000
1163,109,8724,Sawyer,5,5,1968,1968,894,894,0,894,3,1,5,1,1968,2,450,2007,129000
1164,60,12900,Sawyer,4,4,1969,1969,1198,1258,0,1258,0,2,6,0,1969,2,400,2008,108959
1165,NA,16157,Veenker,5,7,1978,1978,1360,1432,0,1432,2,1,5,1,1978,2,588,2007,194000
1166,79,9541,NridgHt,7,5,2009,2009,1502,1502,0,1502,3,1,7,0,2009,2,644,2009,233170
1167,64,10475,CollgCr,8,5,2008,2008,1694,1694,0,1694,3,1,7,0,2008,3,776,2010,245350
1168,58,10852,Gilbert,6,5,2000,2000,959,959,712,1671,3,1,7,1,2000,2,472,2006,173000
1169,120,13728,Edwards,6,7,1935,1986,1127,1236,872,2108,4,1,7,2,1935,2,540,2008,235000
1170,118,35760,NoRidge,10,5,1995,1996,1930,1831,1796,3627,4,1,10,1,1995,3,807,2006,625000
1171,76,9880,Mitchel,6,6,1977,1977,1096,1118,0,1118,3,1,6,1,1977,1,358,2008,171000
1172,76,9120,NAmes,6,6,1958,1958,1261,1261,0,1261,3,1,6,1,1958,2,433,2008,163000
1173,35,4017,Somerst,7,5,2006,2007,625,625,625,1250,2,1,5,0,2006,2,625,2008,171900
1174,138,18030,ClearCr,5,6,1946,1994,1598,1636,971,3086,3,1,12,1,NA,0,0,2007,200500
1175,80,16560,Crawfor,6,8,1932,1950,952,1170,1175,2345,4,1,9,1,1932,2,360,2006,239000
1176,85,10678,NoRidge,8,5,1992,2000,1683,2129,743,2872,4,1,9,1,1992,2,541,2007,285000
1177,37,6951,Mitchel,5,5,1984,1985,876,923,0,923,3,1,5,0,1984,1,264,2008,119500
1178,NA,3950,OldTown,6,8,1926,2004,818,818,406,1224,3,1,5,0,1926,1,210,2009,115000
1179,54,7681,Crawfor,5,6,1921,1950,731,820,523,1343,3,1,7,1,1921,1,186,2009,154900
1180,77,8335,Edwards,5,5,1954,1954,0,1124,0,1124,3,1,5,1,NA,0,0,2006,93000
1181,NA,11170,Timber,7,5,1990,1991,1216,1298,1216,2514,4,1,8,0,1990,2,693,2006,250000
1182,64,5587,Crawfor,8,5,2008,2008,1600,1652,0,1652,2,1,5,1,2008,2,482,2008,392500
1183,160,15623,NoRidge,10,5,1996,1996,2396,2411,2065,4476,4,1,10,2,1996,3,813,2007,745000
1184,60,10800,OldTown,5,6,1920,1950,1120,1130,0,1130,2,1,5,1,1970,2,720,2006,120000
1185,50,35133,Timber,5,4,1963,1963,1572,1572,0,1572,3,1,5,2,1963,3,995,2007,186700
1186,60,9738,Edwards,5,7,1924,1950,784,949,272,1221,4,1,7,0,1965,1,392,2006,104900
1187,107,10615,OldTown,3,5,1900,1970,978,1014,685,1699,3,2,7,0,1920,2,420,2009,95000
1188,89,12461,NoRidge,8,5,1994,1995,1624,1624,0,1624,2,1,5,1,1994,3,757,2006,262000
1189,68,8935,CollgCr,7,5,2002,2002,831,831,829,1660,3,1,7,0,2002,2,493,2009,195000
1190,60,7500,Gilbert,7,5,1999,1999,994,1028,776,1804,3,1,7,1,1999,2,442,2010,189000
1191,NA,32463,Mitchel,4,4,1961,1975,1249,1622,0,1622,3,1,7,1,1975,4,1356,2007,168000
1192,24,2645,Somerst,8,5,1999,2000,776,764,677,1441,2,1,5,0,1999,2,492,2007,174000
1193,60,9600,OldTown,5,8,1925,1994,702,842,630,1472,3,1,6,0,1925,1,250,2007,125000
1194,NA,4500,Mitchel,6,5,1999,1999,1224,1224,0,1224,2,1,5,0,1999,2,402,2009,165000
1195,80,9364,Sawyer,6,7,1969,1969,663,663,689,1352,4,1,7,0,1969,1,299,2010,158000
1196,51,8029,Gilbert,6,5,2005,2005,728,728,728,1456,3,1,8,0,2005,2,400,2008,176000
1197,58,14054,Gilbert,7,5,2006,2006,879,879,984,1863,4,1,9,1,2006,3,660,2006,219210
1198,65,8850,OldTown,7,6,1916,1950,815,815,875,1690,3,1,7,1,1916,1,225,2006,144000
1199,70,9100,CollgCr,7,5,2001,2001,1212,1212,0,1212,3,1,6,0,2001,2,573,2009,178000
1200,75,11235,Sawyer,4,5,1963,1979,1051,1382,0,1382,3,1,6,1,1974,2,459,2006,148000
1201,71,9353,NAmes,4,5,1970,1970,864,864,0,864,3,1,5,0,1972,1,280,2006,116050
1202,80,10400,CollgCr,7,5,1998,1998,866,866,913,1779,3,1,6,0,1998,2,546,2009,197900
1203,50,6000,BrkSide,5,8,1925,1997,884,884,464,1348,3,1,5,1,1960,1,216,2009,117000
1204,75,9750,CollgCr,7,5,2000,2001,1630,1630,0,1630,3,1,6,1,2000,2,451,2009,213000
1205,78,10140,NWAmes,5,6,1975,1975,1056,1074,0,1074,3,1,6,0,1975,2,495,2006,153500
1206,90,14684,SawyerW,7,7,1990,1991,2158,2196,0,2196,3,1,7,1,1990,3,701,2009,271900
1207,NA,8900,SawyerW,4,4,1966,1966,1056,1056,0,1056,2,1,5,0,1966,1,384,2006,107000
1208,70,9135,CollgCr,6,5,2003,2003,1682,1700,0,1700,3,1,7,0,2003,2,544,2006,200000
1209,70,7763,NAmes,5,7,1962,1980,931,1283,0,1283,3,1,6,0,1980,2,506,2008,140000
1210,85,10182,Somerst,8,5,2006,2006,1660,1660,0,1660,3,1,8,1,2006,2,500,2006,290000
1211,70,11218,SawyerW,6,5,1992,1992,1055,1055,790,1845,3,1,8,1,1992,2,462,2010,189000
1212,152,12134,Gilbert,8,7,1988,2005,559,1080,672,1752,4,1,8,0,1988,2,492,2010,164000
1213,50,9340,Edwards,4,6,1941,1950,672,672,0,672,2,1,4,0,1941,1,234,2009,113000
1214,NA,10246,Sawyer,4,9,1965,2001,648,960,0,960,0,1,3,0,1965,1,364,2006,145000
1215,69,10205,NAmes,5,5,1962,1962,925,999,0,999,3,1,6,0,1962,1,300,2006,134500
1216,99,7094,Sawyer,5,5,1966,1966,894,894,0,894,3,1,5,0,1966,1,384,2007,125000
1217,68,8930,Sawyer,6,5,1978,1978,0,1318,584,1902,4,2,8,0,1978,2,539,2010,112000
1218,72,8640,Somerst,8,5,2009,2009,1300,1314,0,1314,3,1,6,0,2009,2,552,2009,229456
1219,52,6240,BrkSide,4,5,1947,1950,0,672,240,912,2,1,3,0,NA,0,0,2006,80500
1220,21,1680,BrDale,6,5,1971,1971,672,672,546,1218,3,1,7,0,NA,0,0,2006,91500
1221,66,7800,NAmes,5,5,1964,1964,912,912,0,912,2,1,5,0,1964,1,288,2006,115000
1222,55,8250,Sawyer,5,5,1968,1968,952,1211,0,1211,3,1,5,1,1968,1,322,2008,134000
1223,78,10496,NAmes,6,6,1949,1950,1040,1168,678,1846,3,1,7,1,1949,1,315,2007,143000
1224,89,10680,NAmes,5,3,1951,1951,2136,2136,0,2136,4,1,7,0,1951,2,528,2006,137900
1225,60,15384,Gilbert,7,5,2004,2005,788,788,702,1490,3,1,8,1,2004,2,388,2008,184000
1226,65,10482,NAmes,6,8,1958,1958,588,1138,0,1138,3,1,6,0,1958,1,264,2007,145000
1227,86,14598,Somerst,6,5,2007,2007,894,894,1039,1933,4,1,9,1,2007,3,668,2008,214000
1228,72,8872,NAmes,5,8,1965,2008,912,912,0,912,2,1,5,0,1992,2,576,2008,147000
1229,65,8769,NridgHt,9,5,2008,2008,1702,1702,0,1702,1,1,7,1,2008,3,1052,2008,367294
1230,70,7910,NAmes,5,5,1960,1960,1075,1507,0,1507,4,1,7,0,1960,1,404,2008,127000
1231,NA,18890,Sawyer,5,5,1977,1977,1361,1361,1259,2620,4,2,12,1,1977,2,600,2007,190000
1232,70,7728,NAmes,5,6,1962,1962,1106,1190,0,1190,3,1,6,0,1962,2,540,2006,132500
1233,70,9842,NAmes,4,5,1962,1962,0,1224,0,1224,2,2,6,0,1962,2,462,2007,101800
1234,NA,12160,NAmes,5,5,1959,1959,1188,1188,0,1188,3,1,6,0,1959,2,531,2010,142000
1235,55,8525,SWISU,5,6,1911,1950,940,1024,940,1964,4,1,7,0,NA,0,0,2008,130000
1236,96,13132,Crawfor,5,5,1914,1950,747,892,892,1784,4,1,9,0,1914,1,180,2006,138887
1237,36,2628,NridgHt,7,5,2003,2003,764,764,862,1626,2,1,6,0,2003,2,474,2010,175500
1238,41,12393,CollgCr,7,5,2004,2005,847,847,1101,1948,4,1,8,1,2004,2,434,2006,195000
1239,63,13072,SawyerW,6,5,2005,2005,1141,1141,0,1141,3,1,6,0,2005,2,484,2006,142500
1240,64,9037,Timber,8,5,2006,2006,1476,1484,0,1484,2,1,6,1,2006,2,472,2007,265900
1241,65,8158,CollgCr,7,5,2003,2003,884,884,884,1768,3,1,8,0,2003,2,543,2008,224900
1242,83,9849,Somerst,7,6,2007,2007,1689,1689,0,1689,3,1,7,0,2007,3,954,2007,248328
1243,85,10625,NWAmes,7,6,1974,1974,1053,1173,0,1173,3,1,6,2,1974,2,528,2010,170000
1244,107,13891,NridgHt,10,5,2006,2006,2076,2076,0,2076,2,1,7,1,2006,3,850,2006,465000
1245,NA,11435,Crawfor,8,7,1929,1950,792,792,725,1517,3,1,7,2,1931,2,400,2006,230000
1246,78,12090,NWAmes,6,7,1984,2003,585,1140,728,1868,3,1,7,1,1984,2,477,2007,178000
1247,65,8125,Somerst,7,5,2005,2006,756,756,797,1553,3,1,6,0,2005,2,615,2006,186500
1248,NA,12328,Mitchel,6,5,1976,1976,1012,1034,0,1034,3,1,6,0,1976,3,888,2010,169900
1249,60,9600,OldTown,6,5,1917,1950,735,1134,924,2058,3,1,8,1,1950,2,396,2008,129500
1250,60,7200,NAmes,5,7,1950,1950,876,988,0,988,3,1,6,0,1950,1,276,2007,119000
1251,93,11160,NAmes,7,5,1968,1968,2110,2110,0,2110,3,1,8,2,1968,2,522,2010,244000
1252,NA,3136,NridgHt,7,5,2003,2003,1405,1405,0,1405,2,1,6,1,2003,2,478,2006,171750
1253,62,9858,Mitchel,5,6,1968,1968,864,874,0,874,3,1,5,0,1968,1,288,2009,130000
1254,NA,17542,Veenker,7,7,1974,2003,1192,1516,651,2167,3,1,9,2,1974,2,518,2007,294000
1255,60,6931,Edwards,7,5,2003,2004,746,760,896,1656,3,1,7,1,2003,2,397,2008,165400
1256,52,6240,BrkSide,6,6,1931,1950,884,959,408,1367,3,1,6,1,1978,1,560,2007,127500
1257,91,14303,NoRidge,8,5,1994,1994,1986,1987,0,1987,2,1,7,1,1994,2,691,2008,301500
1258,56,4060,Edwards,5,8,1922,1950,864,864,0,864,2,1,4,0,NA,0,0,2009,99900
1259,59,9587,Gilbert,7,5,2005,2005,856,1166,0,1166,2,1,5,0,2005,2,400,2008,190000
1260,65,9750,NAmes,6,8,1969,1969,1054,1054,0,1054,3,1,6,0,1969,2,460,2008,151000
1261,NA,24682,Gilbert,6,5,1999,1999,841,892,783,1675,3,1,7,1,1999,2,502,2009,181000
1262,80,9600,NAmes,5,6,1956,1956,1050,1050,0,1050,2,1,5,0,1956,1,338,2009,128900
1263,NA,11250,ClearCr,4,5,1957,1989,1104,1104,684,1788,5,1,8,2,1957,1,304,2009,161500
1264,60,13515,BrkSide,6,6,1919,1950,764,1060,764,1824,3,1,8,1,1940,2,520,2007,180500
1265,34,4060,NAmes,6,5,1998,1999,1405,1337,0,1337,2,1,5,0,1998,2,511,2008,181000
1266,35,3735,Somerst,7,5,1999,1999,691,713,739,1452,3,1,6,0,1999,2,506,2006,183900
1267,60,10120,OldTown,7,4,1910,1950,925,964,925,1889,4,2,9,1,1960,1,308,2007,122000
1268,89,13214,Timber,9,5,2008,2009,2002,2018,0,2018,3,1,10,1,2009,3,746,2010,378500
1269,NA,14100,Crawfor,8,9,1935,1997,728,1968,1479,3447,4,1,11,2,1982,3,1014,2008,381000
1270,78,11344,NAmes,5,5,1958,1958,874,874,650,1524,3,1,7,0,1958,1,315,2007,144000
1271,NA,23595,ClearCr,7,6,1979,1979,1332,1332,192,1524,0,1,4,1,1979,2,586,2010,260000
1272,NA,9156,NWAmes,6,7,1968,1968,1489,1489,0,1489,3,1,7,1,1968,2,462,2009,185750
1273,NA,13526,Sawyer,5,6,1965,1965,935,935,0,935,3,1,5,0,1965,1,288,2006,137000
1274,124,11512,Edwards,6,7,1959,2006,1019,1357,0,1357,2,1,5,1,1959,1,312,2008,177000
1275,53,5362,Crawfor,5,6,1910,2003,661,661,589,1250,3,1,8,1,1985,2,552,2007,139000
1276,95,11345,NAmes,5,5,1948,1950,928,928,992,1920,4,2,10,0,1948,2,400,2007,137000
